pmid,pmcid,nihmsid,nctid,pub_title,authors,authors_lnames,authors_initials,authors_affil,pub_date,journal_short,journal_full,pubmed_tags,pmc_status
26611923,4663678,715897,,Principles of Wound Management and Wound Healing in Exotic Pets.,"Megan A Mickelson, Christoph Mans, Sara A Colopy","Mickelson, Mans, Colopy","MA, C, SA","Department of Surgical Sciences, School of Veterinary Medicine, University of Wisconsin-Madison, 2015 Linden Drive, Madison, WI 53706, USA., Department of Surgical Sciences, School of Veterinary Medicine, University of Wisconsin-Madison, 2015 Linden Drive, Madison, WI 53706, USA., Department of Surgical Sciences, School of Veterinary Medicine, University of Wisconsin-Madison, 2015 Linden Drive, Madison, WI 53706, USA. Electronic address: colopys@svm.vetmed.wisc.edu.",2016-01-01,Vet Clin North Am Exot Anim Pract,The veterinary clinics of North America. Exotic animal practice,"KL2 TR000428, UL1 TR000427",1
25970220,4973570,805006,,Clinical effects of vinorelbine administration in the management of various malignant tumor types in dogs: 58 cases (1997-2012).,"Raelene M Wouda, Mairin E Miller, Esther Chon, Timothy J Stein","Wouda, Miller, Chon, Stein","RM, ME, E, TJ","Department of Clinical Sciences, School of Veterinary Medicine, University of Wisconsin, Madison, WI 53706., , , ",2015-06-01,J. Am. Vet. Med. Assoc.,Journal of the American Veterinary Medical Association,"UL1 TR000427, UL1TR000427",1
28851831,5604033,,,TFG facilitates outer coat disassembly on COPII transport carriers to promote tethering and fusion with ER-Golgi intermediate compartments.,"Michael G Hanna, Samuel Block, E B Frankel, Feng Hou, Adam Johnson, Lin Yuan, Gavin Knight, James J Moresco, John R Yates, Randolph Ashton, Randy Schekman, Yufeng Tong, Anjon Audhya","Hanna, Block, Frankel, Hou, Johnson, Yuan, Knight, Moresco, Yates, Ashton, Schekman, Tong, Audhya","MG, S, EB, F, A, L, G, JJ, JR, R, R, Y, A","Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, Madison, WI 53706., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, Madison, WI 53706., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, Madison, WI 53706., Structural Genomics Consortium, University of Toronto, Toronto, ON M5G 1L7, Canada., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, Madison, WI 53706., Department of Molecular and Cell Biology, University of California, Berkeley, CA 94720., Department of Biomedical Engineering, University of Wisconsin-Madison, Madison, WI 53706., Department of Chemical Physiology, The Scripps Research Institute, La Jolla, CA 92037., Department of Chemical Physiology, The Scripps Research Institute, La Jolla, CA 92037., Department of Biomedical Engineering, University of Wisconsin-Madison, Madison, WI 53706., Department of Molecular and Cell Biology, University of California, Berkeley, CA 94720., Structural Genomics Consortium, University of Toronto, Toronto, ON M5G 1L7, Canada., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, Madison, WI 53706; audhya@wisc.edu.",2017-09-12,Proc. Natl. Acad. Sci. U.S.A.,Proceedings of the National Academy of Sciences of the United States of America,UL1 TR000427,1
24835678,4237676,589601,,"More screen time, less face time - implications for EHR design.","Onur Asan, Paul D Smith, Enid Montague","Asan, D Smith, Montague","O, P, E","Center for Patient Care and Outcomes Research, Division of General Internal Medicine, Department of Medicine, Medical College of Wisconsin, Milwaukee, WI, USA., , ",2014-12-01,J Eval Clin Pract,Journal of evaluation in clinical practice,"UL1 RR025011, UL1 TR000427, 1UL1RR025011, 9U54TR000021",1
26004304,4500672,681946,,"Obstructive Sleep Apnea Risk, Asthma Burden, and Lower Airway Inflammation in Adults in the Severe Asthma Research Program (SARP) II.","Mihaela Teodorescu, Oleg Broytman, Douglas Curran-Everett, Ronald L Sorkness, Gina Crisafi, Eugene R Bleecker, Serpil Erzurum, Benjamin M Gaston, Sally E Wenzel, Nizar N Jarjour, Unknown Unknown","Teodorescu, Broytman, Curran-Everett, Sorkness, Crisafi, Bleecker, Erzurum, Gaston, Wenzel, Jarjour, Unknown","M, O, D, RL, G, ER, S, BM, SE, NN, Unknown","James B. Skatrud Pulmonary/Sleep Research Laboratory, Medical Service, William S. Middleton Memorial Veterans Hospital, Madison, Wis; Division of Allergy, Pulmonary and Critical Care Medicine, University of Wisconsin School of Medicine and Public Health, Madison, Wis; Center for Sleep Medicine and Sleep Research/Wisconsin Sleep, University of Wisconsin School of Medicine and Public Health, Madison, Wis. Electronic address: mt3@medicine.wisc.edu., James B. Skatrud Pulmonary/Sleep Research Laboratory, Medical Service, William S. Middleton Memorial Veterans Hospital, Madison, Wis; Division of Allergy, Pulmonary and Critical Care Medicine, University of Wisconsin School of Medicine and Public Health, Madison, Wis., Division of Biostatistics and Bioinformatics, National Jewish Health, Denver, Colo; Department of Biostatistics and Informatics, Colorado School of Public Health, University of Colorado Denver, Denver, Colo., Division of Allergy, Pulmonary and Critical Care Medicine, University of Wisconsin School of Medicine and Public Health, Madison, Wis., Division of Allergy, Pulmonary and Critical Care Medicine, University of Wisconsin School of Medicine and Public Health, Madison, Wis., Department of Medicine, Wake Forest University School of Medicine, Winston-Salem, NC., Department of Pathobiology, Lerner Research Institute, Cleveland Clinic, Cleveland, Ohio., Division of Respiratory Medicine, Department of Pediatrics, University of Virginia School of Medicine, Charlottesville, Va., Asthma Institute, Division of Pulmonary, Allergy, and Critical Care Medicine, University of Pittsburgh School of Medicine, Pittsburgh, Pa., Division of Allergy, Pulmonary and Critical Care Medicine, University of Wisconsin School of Medicine and Public Health, Madison, Wis., ",2015-07-01,J Allergy Clin Immunol Pract,The journal of allergy and clinical immunology. In practice,"UL1RR025011, UL1 TR000427, UL1 RR025011",1
24976659,4070515,578337,,Recovery High Schools: Students and Responsive Academic and Therapeutic Services.,"D Paul Moberg, Andrew J Finch, Stephanie M Lindsley","Moberg, Finch, Lindsley","DP, AJ, SM","University of Wisconsin-Madison., Vanderbilt University., University of Wisconsin-Madison.",2014-01-01,Peabody J Educ,PJE. Peabody journal of education,UL1 TR000427,1
28431187,5522342,860657,,Feasibility of Audio-Computer-Assisted Self-Interviewing With Color-Coding and Helper Assistance (ACASI-H) for Hmong Older Adults.,"Maichou Lor, Barbara J Bowers","Lor, Bowers","M, BJ","University of Wisconsin-Madison School of Nursing, 701 Highland Ave., Madison, WI, 53705., University of Wisconsin-Madison School of Nursing, Madison, WI.",2017-08-01,Res Nurs Health,Research in nursing &amp; health,UL1 TR000427,1
21971457,3303148,356990,,Effects of hypoperfusion in Alzheimer's disease.,"Benjamin P Austin, Veena A Nair, Timothy B Meier, Guofan Xu, Howard A Rowley, Cynthia M Carlsson, Sterling C Johnson, Vivek Prabhakaran","Austin, Nair, Meier, Xu, Rowley, Carlsson, Johnson, Prabhakaran","BP, VA, TB, G, HA, CM, SC, V","UW Cardiovascular Research Center, University of Wisconsin School of Medicine and Public Health, Madison, WI 53792-3252, USA., , , , , , , ",2011-01-01,J. Alzheimers Dis.,Journal of Alzheimer's disease : JAD,UL1 RR025011,1
28724795,5518567,,NCT01606826,ALX receptor ligands define a biochemical endotype for severe asthma.,"Isabell Ricklefs, Ioanna Barkas, Melody G Duvall, Manuela Cernadas, Nicole L Grossman, Elliot Israel, Eugene R Bleecker, Mario Castro, Serpil C Erzurum, John V Fahy, Benjamin M Gaston, Loren C Denlinger, David T Mauger, Sally E Wenzel, Suzy A Comhair, Andrea M Coverstone, Merritt L Fajt, Annette T Hastie, Mats W Johansson, Michael C Peters, Brenda R Phillips, Bruce D Levy, Unknown Unknown","Ricklefs, Barkas, Duvall, Cernadas, Grossman, Israel, Bleecker, Castro, Erzurum, Fahy, Gaston, Denlinger, Mauger, Wenzel, Comhair, Coverstone, Fajt, Hastie, Johansson, Peters, Phillips, Levy, Unknown","I, I, MG, M, NL, E, ER, M, SC, JV, BM, LC, DT, SE, SA, AM, ML, AT, MW, MC, BR, BD, Unknown","Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital, and., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital, and., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital, and., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital, and., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital, and., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital, and., Center for Genomics and Personalized Medicine Research, School of Medicine, Wake Forest University, Winston-Salem, North Carolina, USA., Division of Pulmonary and Critical Care Medicine, Departments of Medicine and Pediatrics, Washington University, St. Louis, Missouri, USA., Lerner Research Institute, Cleveland Clinic, Cleveland, Ohio, USA., Division of Pulmonary and Critical Care Medicine, Department of Medicine and the Cardiovascular Research Institute, UCSF, San Francisco, California, USA., Department of Pediatrics, Rainbow Babies and Children's Hospital, Case Western Reserve University, Cleveland, Ohio, USA., Division of Allergy, Pulmonary, and Critical Care Medicine, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA., Division of Statistics and Bioinformatics, Department of Public Health Sciences, Pennsylvania State University, Hershey, Pennsylvania, USA., Pulmonary, Allergy and Critical Care Medicine Division, Department of Medicine, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania, USA., Lerner Research Institute, Cleveland Clinic, Cleveland, Ohio, USA., Division of Allergy, Immunology and Pulmonary Medicine, Department of Pediatrics, Washington University School of Medicine, St. Louis, Missouri, USA., Pulmonary, Allergy and Critical Care Medicine Division, Department of Medicine, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania, USA., Center for Genomics and Personalized Medicine Research, School of Medicine, Wake Forest University, Winston-Salem, North Carolina, USA., Department of Biomolecular Chemistry, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA., Division of Pulmonary and Critical Care Medicine, Department of Medicine and the Cardiovascular Research Institute, UCSF, San Francisco, California, USA., Division of Statistics and Bioinformatics, Department of Public Health Sciences, Pennsylvania State University, Hershey, Pennsylvania, USA., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital, and., ",2017-07-20,JCI Insight,JCI insight,UL1 TR000427,1
19082825,3050713,205693,,A phase I study of Triapine in combination with doxorubicin in patients with advanced solid tumors.,"William R Schelman, Sherry Morgan-Meadows, Rebecca Marnocha, Fred Lee, Jens Eickhoff, Wei Huang, Marcia Pomplun, Zhisheng Jiang, Dona Alberti, Jill M Kolesar, Percy Ivy, George Wilding, Anne M Traynor","Schelman, Morgan-Meadows, Marnocha, Lee, Eickhoff, Huang, Pomplun, Jiang, Alberti, Kolesar, Ivy, Wilding, Traynor","WR, S, R, F, J, W, M, Z, D, JM, P, G, AM","University of Wisconsin Paul P. Carbone Comprehensive Cancer Center, 600 Highland Avenue, K6/568, Madison, WI 53792, USA., , , , , , , , , , , , ",2009-05-01,Cancer Chemother. Pharmacol.,Cancer chemotherapy and pharmacology,"UL1 RR025011-01, UL1 RR025011, 1UL1RR025011",1
23065954,3593800,402501,,Survival in patients with metastatic recurrent breast cancer after adjuvant chemotherapy: little evidence of improvement over the past 30 years.,"Amye J Tevaarwerk, Robert J Gray, Bryan P Schneider, Mary Lou Smith, Lynne I Wagner, John H Fetting, Nancy Davidson, Lori J Goldstein, Kathy D Miller, Joseph A Sparano","Tevaarwerk, Gray, Schneider, Smith, Wagner, Fetting, Davidson, Goldstein, Miller, Sparano","AJ, RJ, BP, ML, LI, JH, N, LJ, KD, JA","Medical Oncology Clinic, University of Wisconsin Carbone Comprehensive Cancer Center, Madison, Wisconsin 53705-2275, USA. at4@medicine.wisc.edu, , , , , , , , , ",2013-03-15,Cancer,Cancer,UL1 TR000427,1
22137195,3281279,342892,,Effect of lateral epicondylosis on grip force development.,"Amrish O Chourasia, Kevin A Buhr, David P Rabago, Richard Kijowski, Curtis B Irwin, Mary E Sesto","Chourasia, Buhr, Rabago, Kijowski, Irwin, Sesto","AO, KA, DP, R, CB, ME","Department of Biomedical Engineering, University of Wisconsin, Madison, Wisconsin, USA., , , , , ",2012-01-01,J Hand Ther,Journal of hand therapy : official journal of the American Society of Hand Therapists,"UL1 RR025011-01, UL1 RR025011",1
25124394,4185236,618003,,Multi-stakeholder collaboration in the redesign of family-centered rounds process.,"Anping Xie, Pascale Carayon, Randi Cartmill, Yaqiong Li, Elizabeth D Cox, Julie A Plotkin, Michelle M Kelly","Xie, Carayon, Cartmill, Li, Cox, Plotkin, Kelly","A, P, R, Y, ED, JA, MM","Armstrong Institute for Patient Safety and Quality, Johns Hopkins University School of Medicine, Baltimore, MD, USA; Department of Anesthesiology and Critical Care Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA. Electronic address: axie1@jhmi.edu., Center for Quality and Productivity Improvement, University of Wisconsin-Madison, Madison, WI, USA; Department of Industrial and Systems Engineering, University of Wisconsin-Madison, Madison, WI, USA., Center for Quality and Productivity Improvement, University of Wisconsin-Madison, Madison, WI, USA., Center for Quality and Productivity Improvement, University of Wisconsin-Madison, Madison, WI, USA; Department of Industrial and Systems Engineering, University of Wisconsin-Madison, Madison, WI, USA., Department of Pediatrics, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA., Patient and Family Advisory Council, University of Wisconsin Hospital and Clinics and American Family Children's Hospital, Madison, WI, USA., Center for Quality and Productivity Improvement, University of Wisconsin-Madison, Madison, WI, USA; Department of Pediatrics, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA.",2015-01-01,Appl Ergon,Applied ergonomics,"UL1 TR000427, UL1 RR025011, 1UL1RR025011, 9U54TR000021",1
23065351,3652917,414312,,"Anger, adiposity, and glucose control in nondiabetic adults: findings from MIDUS II.","Vera K Tsenkova, Deborah Carr, Christopher L Coe, Carol D Ryff","Tsenkova, Carr, Coe, Ryff","VK, D, CL, CD","Center for Women's and Health Disparities Research, University of Wisconsin-Madison, 310N. Midvale Blvd, Madison, WI, 53706, USA, tsenkova@wisc.edu., , , ",2014-02-01,J Behav Med,Journal of behavioral medicine,"UL1 TR000427, UL1 RR025011, 1UL1RR025011",1
19282725,2867363,194156,,Task-specific frequencies of neck motion measured in healthy young adults over a five-day period.,"Daniel G Cobian, Andrew C Sterling, Paul A Anderson, Bryan C Heiderscheit","Cobian, Sterling, Anderson, Heiderscheit","DG, AC, PA, BC","Department of Orthopedics and Rehabilitation, University of Wisconsin-Madison, Madison, WI 53706-1532, USA., , , ",2009-03-15,Spine,Spine,"UL1 RR025011-01, UL1 RR025011",1
29452592,5816551,,,Considering mean and inequality health outcomes together: the population health performance index.,"David Kindig, Nicholas Lardinois, Yukiko Asada, John Mullahy","Kindig, Lardinois, Asada, Mullahy","D, N, Y, J","University of Wisconsin-Madison Population Health Institute, 610 Walnut Street, 550 WARF, Madison, WI, 53726, USA., University of Wisconsin-Madison Population Health Institute, 610 Walnut Street, 550 WARF, Madison, WI, 53726, USA. nicklardinois@gmail.com., Dalhousie University Centre for Clinical Research, 5790 University Avenue, Room 405, Halifax, NS, B3H 1V7, Canada., University of Wisconsin-Madison Population Health Institute, 610 Walnut Street, 550 WARF, Madison, WI, 53726, USA.",2018-02-17,Int J Equity Health,International journal for equity in health,,1
25092163,4275358,614499,,Lymph node metastases do not impact survival in follicular variant papillary thyroid cancer.,"David F Schneider, Dawn Elfenbein, Ricardo V Lloyd, Herbert Chen, Rebecca S Sippel","Schneider, Elfenbein, Lloyd, Chen, Sippel","DF, D, RV, H, RS","Section of Endocrine Surgery, Department of Surgery, University of Wisconsin, K3/738 Clinical Science Center, 600 Highland Avenue, Madison, WI, 53792, USA, schneiderd@surgery.wisc.edu., , , , ",2015-01-01,Ann. Surg. Oncol.,Annals of surgical oncology,"UL1 TR000427, UL1TR000427, KL2 TR000428",1
24026423,3880605,524258,,A genome- and phenome-wide association study to identify genetic variants influencing platelet count and volume and their pleiotropic effects.,"Khader Shameer, Joshua C Denny, Keyue Ding, Hayan Jouni, David R Crosslin, Mariza de Andrade, Christopher G Chute, Peggy Peissig, Jennifer A Pacheco, Rongling Li, Lisa Bastarache, Abel N Kho, Marylyn D Ritchie, Daniel R Masys, Rex L Chisholm, Eric B Larson, Catherine A McCarty, Dan M Roden, Gail P Jarvik, Iftikhar J Kullo","Shameer, Denny, Ding, Jouni, Crosslin, de Andrade, Chute, Peissig, Pacheco, Li, Bastarache, Kho, Ritchie, Masys, Chisholm, Larson, McCarty, Roden, Jarvik, Kullo","K, JC, K, H, DR, M, CG, P, JA, R, L, AN, MD, DR, RL, EB, CA, DM, GP, IJ","Division of Cardiovascular Diseases, Mayo Clinic, 200 First Street SW, Rochester, MN, 55905, USA., , , , , , , , , , , , , , , , , , , ",2014-01-01,Hum. Genet.,Human genetics,UL1 TR000427,1
25437404,4251560,619606,,Neighborhood socioeconomic disadvantage and 30-day rehospitalization: a retrospective cohort study.,"Amy J H Kind, Steve Jencks, Jane Brock, Menggang Yu, Christie Bartels, William Ehlenbach, Caprice Greenberg, Maureen Smith","Kind, Jencks, Brock, Yu, Bartels, Ehlenbach, Greenberg, Smith","AJ, S, J, M, C, W, C, M",", , , , , , , ",2014-12-02,Ann. Intern. Med.,Annals of internal medicine,"UL1 TR000427, UL1 RR025011, 1UL1RR025011",1
24639602,3954808,557833,,Development and Implementation of the Coordinated-Transitional Care (C-TraC) Program.,"Andrea Gilmore-Bykovskyi, Laury Jensen, Amy J H Kind","Gilmore-Bykovskyi, Jensen, Kind","A, L, AJ","John A. Hartford Foundation Building Academic Geriatric Nursing Capacity Predoctoral Scholar at he University of Wisconsin-Madison., Registered Nurse and Program Manager for Transitional Care at the William S. Middleton Memorial Veterans Hospital., The director of the Coordinated-Transitional Care Program (C-TraC) within the Geriatrics Research, Education, and Clinical Center (GRECC) at the William S. Middleton Memorial Veterans Hospital and an assistant professor at the University of Wisconsin School of Medicine and Public Health, both in Madison.",2014-02-01,Fed Pract,"Federal practitioner : for the health care professionals of the VA, DoD, and PHS","UL1 RR025011, UL1 TR000427",1
22430206,3381861,357105,,Yes and Lyn play a role in nuclear translocation of the epidermal growth factor receptor.,"M Iida, T M Brand, D A Campbell, C Li, D L Wheeler","Iida, Brand, Campbell, Li, Wheeler","M, TM, DA, C, DL","Department of Human Oncology, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA., , , , ",2013-02-07,Oncogene,Oncogene,"KL2 RR025012, UL1 TR000427, KL2 RR025012-01, UL1 RR025011, KL2 TR000428, 1UL1RR025011",1
19644043,2778152,,,The impact of obesity on oxygen desaturation during sleep-disordered breathing.,"Paul E Peppard, Neil R Ward, Mary J Morrell","Peppard, Ward, Morrell","PE, NR, MJ","Department of Population Health Sciences, University of Wisconsin-Madison, Madison, Wisconsin 53726, USA. ppeppard@wisc.edu, , ",2009-10-15,Am. J. Respir. Crit. Care Med.,American journal of respiratory and critical care medicine,1UL1RR025011,1
19641479,2900251,212432,,Using an EEG-based brain-computer interface for virtual cursor movement with BCI2000.,"J Adam Wilson, Gerwin Schalk, Léo M Walton, Justin C Williams","Wilson, Schalk, Walton, Williams","JA, G, LM, JC","Department of Biomedical Engineering, University of Wisconsin-Madison, WI, USA. jawilson@cae.wisc.edu, , , ",2009-07-29,J Vis Exp,Journal of visualized experiments : JoVE,"KL2 RR025012, 1KL2RR025012-01, KL2 RR025012-01",1
24185149,3979430,562013,,Consulting psychiatry within an integrated primary care model.,"Elizabeth A Zeidler Schreiter, Nancy Pandhi, Meghan D Fondow, Chantelle Thomas, Jantina Vonk, Claudia L Reardon, Neftali Serrano","Zeidler Schreiter, Pandhi, Fondow, Thomas, Vonk, Reardon, Serrano","EA, N, MD, C, J, CL, N",", , , , , , ",2013-11-01,J Health Care Poor Underserved,Journal of health care for the poor and underserved,"UL1 TR000427, UL1 RR025011, 1UL1RR025011, 9U54TR000021",1
20044582,3060044,274821,,Markov decision processes: a tool for sequential decision making under uncertainty.,"Oguzhan Alagoz, Heather Hsu, Andrew J Schaefer, Mark S Roberts","Alagoz, Hsu, Schaefer, Roberts","O, H, AJ, MS","Department of Industrial and Systems Engineering, University of Wisconsin-Madison, Madison, WI 53706, USA. alagoz@engr.wisc.edu, , , ",2010-07-01,Med Decis Making,Medical decision making : an international journal of the Society for Medical Decision Making,"UL1 RR025011-01, UL1 RR025011",1
28379936,5449250,855389,,The Steps Model: A Practical Tool for Engaging Communities to Improve Health Outcomes.,"Alexandra Adams, Amy Williamson, Christine Sorkness, Peggy Hatfield, Amanda Eggen, Sarah Esmond","Adams, Williamson, Sorkness, Hatfield, Eggen, Esmond","A, A, C, P, A, S","Center for American Indian and Rural Health Equity, Montana State UniversityLifecourse Initiative for Healthy FamiliesPharmacy and Medicine, Collaborative Center for Health Equity (CCHE), Institute for Clinical and Translational Research (ICTR)Carbone Cancer CenterUniversity of Wisconsin School of Medicine and Public Health., , , , , ",2017-06-01,Acad Med,Academic medicine : journal of the Association of American Medical Colleges,UL1 TR000427,1
23331560,3623278,447944,,Segmental allergen challenge enhances chitinase activity and levels of CCL18 in mild atopic asthma.,"M L Gavala, E A B Kelly, S Esnault, S Kukreja, M D Evans, P J Bertics, G L Chupp, N N Jarjour","Gavala, Kelly, Esnault, Kukreja, Evans, Bertics, Chupp, Jarjour","ML, EA, S, S, MD, PJ, GL, NN","Department of Biomolecular Chemistry, University of Wisconsin School of Medicine and Public Health, Madison, WI 53792-9988, USA., , , , , , , ",2013-02-01,Clin. Exp. Allergy,Clinical and experimental allergy : journal of the British Society for Allergy and Clinical Immunology,"UL1 TR000427, UL1 RR025011, 1UL1RR025011",1
23447060,3771328,511328,,"Development of metabolic function biomarkers in the common marmoset, Callithrix jacchus.","Toni E Ziegler, Ricki J Colman, Suzette D Tardif, Megan E Sosa, Fredrick H Wegner, Daniel J Wittwer, Hemanta Shrestha","Ziegler, Colman, Tardif, Sosa, Wegner, Wittwer, Shrestha","TE, RJ, SD, ME, FH, DJ, H","Wisconsin National Primate Research Center, University of Wisconsin, Madison, WI 53715, USA. ziegler@primate.wisc.edu, , , , , , ",2013-05-01,Am. J. Primatol.,American journal of primatology,"UL1 TR000427, UL1 RR025011, 1UL1RR025011, 9U54TR000021",1
29098650,5932279,941087,,"Cancer Survivorship Care Plan Utilization and Impact on Clinical Decision-Making at Point-of-Care Visits with Primary Care: Results from an Engineering, Primary Care, and Oncology Collaborative for Survivorship Health.","SarahMaria Donohue, James E Haine, Zhanhai Li, David A Feldstein, Mark Micek, Elizabeth R Trowbridge, Sandra A Kamnetz, James M Sosman, Lee G Wilke, Mary E Sesto, Amye J Tevaarwerk","Donohue, Haine, Li, Feldstein, Micek, Trowbridge, Kamnetz, Sosman, Wilke, Sesto, Tevaarwerk","S, JE, Z, DA, M, ER, SA, JM, LG, ME, AJ","University of Wisconsin, Madison, WI, USA., Department of Medicine, Division of Internal Medicine, University of Wisconsin, Madison, WI, USA., Biostatistics, University of Wisconsin, Madison, WI, USA., Department of Medicine, Division of Internal Medicine, University of Wisconsin, Madison, WI, USA., Department of Medicine, Division of Internal Medicine, University of Wisconsin, Madison, WI, USA., Department of Medicine, Division of Internal Medicine, University of Wisconsin, Madison, WI, USA., Department of Family and Community Health, University of Wisconsin, Madison, WI, USA., Department of Medicine, Division of Internal Medicine, University of Wisconsin, Madison, WI, USA., Department of Surgery, University of Wisconsin, Madison, WI, USA., University of Wisconsin Carbone Cancer Center, Madison, WI, USA., University of Wisconsin Carbone Cancer Center, Madison, WI, USA. tevaarwerk@wisc.edu.",2019-04-01,J Cancer Educ,Journal of cancer education : the official journal of the American Association for Cancer Education,"UL1 TR000427, KL2 TR000428, KL2TR000428",1
27065072,5444870,857493,,Contrast-Enhanced Abdominal MRI for Suspected Appendicitis: How We Do It.,"Sonja Kinner, Michael D Repplinger, Perry J Pickhardt, Scott B Reeder","Kinner, Repplinger, Pickhardt, Reeder","S, MD, PJ, SB","1 Department of Radiology, University of Wisconsin School of Medicine &amp; Public Health, 600 Highland Ave, Madison, WI 53792-3252., 2 Department of Emergency Medicine, University of Wisconsin School of Medicine &amp; Public Health, Madison, WI., 1 Department of Radiology, University of Wisconsin School of Medicine &amp; Public Health, 600 Highland Ave, Madison, WI 53792-3252., 1 Department of Radiology, University of Wisconsin School of Medicine &amp; Public Health, 600 Highland Ave, Madison, WI 53792-3252.",2016-07-01,AJR Am J Roentgenol,AJR. American journal of roentgenology,"KL2 TR000428, UL1 TR000427",1
27429065,5243865,793427,,Racial discrimination mediates race differences in sleep problems: A longitudinal analysis.,"Thomas E Fuller-Rowell, David S Curtis, Mona El-Sheikh, Adrienne M Duke, Carol D Ryff, Aleksandra E Zgierska","Fuller-Rowell, Curtis, El-Sheikh, Duke, Ryff, Zgierska","TE, DS, M, AM, CD, AE","Department of Human Development and Family Studies, Auburn University., Department of Human Development and Family Studies, Auburn University., Department of Human Development and Family Studies, Auburn University., Department of Human Development and Family Studies, Auburn University., Department of Psychology, University of Wisconsin-Madison., Department of Family Medicine, University of Wisconsin-Madison.",2017-04-01,Cultur Divers Ethnic Minor Psychol,Cultural diversity &amp; ethnic minority psychology,UL1 TR000427,1
25284967,4182941,453453,,Multiplicative Forests for Continuous-Time Processes.,"Jeremy C Weiss, Sriraam Natarajan, David Page","Weiss, Natarajan, Page","JC, S, D","University of Wisconsin, Madison, WI 53706, USA., Wake Forest University, Winston Salem, NC 27157, USA., University of Wisconsin, Madison, WI 53706, USA.",2012-01-01,Adv Neural Inf Process Syst,Advances in neural information processing systems,UL1 TR000427,1
19681301,4680207,,,A human factors analysis of cardiopulmonary bypass machines.,"Douglas Wiegmann, Thomas Suther, James Neal, Sarah Henrickson Parker, Thoralf M Sundt","Wiegmann, Suther, Neal, Parker, Sundt","D, T, J, SH, TM","Department of Industrial and Systems Engineering, University of Wisconsin-Madison, Madison, Wisconsin, USA., , , , ",2009-06-01,J Extra Corpor Technol,The journal of extra-corporeal technology,"UL1 RR025011, UL1 TR000427",1
24283381,3924237,,,The use of dietary supplements and their association with blood pressure in a large Midwestern cohort.,"Catherine A McCarty, Richard L Berg, Carla M Rottscheit, Richard A Dart","McCarty, Berg, Rottscheit, Dart","CA, RL, CM, RA","Essentia Institute of Rural Health, 6AV-2 502 East Second Street, Duluth, MN 55805, USA. cmccarty@eirh.org., , , ",2013-11-28,BMC Complement Altern Med,BMC complementary and alternative medicine,"UL1 RR025011, UL1 TR000427, 1UL1RR025011",1
22554399,4441301,687542,,Pharmacists' provision of information to Spanish-speaking patients: a social cognitive approach.,"Henry N Young, Thomas J Dilworth, David A Mott, Elizabeth D Cox, Megan A Moreno, Roger L Brown","Young, Dilworth, Mott, Cox, Moreno, Brown","HN, TJ, DA, ED, MA, RL","Social and Administrative Sciences Division, School of Pharmacy, University of Wisconsin School of Pharmacy, 777 Highland Ave, Madison, WI 53705, USA. hnyoung@pharmacy.wisc.edu, , , , , ",2013-01-01,Res Social Adm Pharm,Research in social &amp; administrative pharmacy : RSAP,"UL1 RR025011, UL1 TR000427",1
20495668,2873201,153739,,The Vocational Significance of Black Identity: Cultural Formulation Approach to Career Assessment and Career Counseling.,Angela M Byars-Winston,Byars-Winston,AM,"UW Center for Women's Health Research, School of Medicine and Public Health, 700 Regent Street, Suite #301, University of Wisconsin, Madison, WI 53715-2634.",2010-06-01,J Career Dev,Journal of career development,"KL2 RR025012, KL2 RR025012-01",1
